序号,章节,行号,占位内容,分类,优先级,责任方,处理动作,上下文
521,7.3.1.2 项目概况,4420,本次投标所投的分标及包号,C-目标分标包件/货物清单/规格数量,P0,投标项目负责人,从最终投标包件、货物清单和技术规范书确认后填写,"用代码：91130607056539515C）作为电缆保护管专业制造商，针对本次招标的电缆保护管MPP/CPVC物资协议库存采购分标（具体分标、包号、物资范围见【待补充：本次投标所投的分标及包号】），结合企业已有真实业绩（如国网天津市电力公司2022年第二次配网物资协议库存招标采购项目，中标含税金额6,372,409.05元，合同编号SGTJWZ00HTMM2210273），编制本供货进度计划"
522,7.3.1.2 项目概况,4431,响应交货期,D-投标承诺期限/日期/响应时限,P0,商务+履约负责人,按招标文件要求和公司承诺口径确认后填写, **交货地点** | 国网辽宁省电力有限公司指定仓库或施工现场（按协议库存分批次执行） | | **交货期要求** | 协议库存内各批次供货通知下达后，承诺在【待补充：响应交货期】日历天内完成交货 | | **质量标准** | 符合现行国家标准及国网企业标准，通过第三方抽样检测及到货验收 | | **包装与运输** | 管材采用捆扎或托盘包装，防碰撞、防雨淋；运输选用专车或防倾
523,7.3.1.2 项目概况,4443,备料水平,Z-其他人工复核,P2,投标编制负责人,人工核实后填写,式**：本项目采用协议库存采购模式，各批次订单数量及交付时间以项目单位实际通知为准。我方已建立严格的原材料安全库存制度（MPP专用料及CPVC专用料备料量不少于【待补充：备料水平】），可有效应对紧急加单需求。 2. **交付节点控制难度大**：因订单下达时间不确定，且可能涉及辽宁省内多个地市（如沈阳、大连、鞍山等）多点交付，需精准调度运输资源。我方拥有自有或长期合作的物流车队，
524,7.3.1.3 总体部署,4467,质检部负责人,Z-其他人工复核,P2,投标编制负责人,人工核实后填写,生产、质检、物流环节，对接项目单位。 | | **技术总监** | 赵称心 | 提供技术支撑，解决生产及交付过程中的技术问题。 | | **质检负责人** | 【待补充：质检部负责人】 | 负责原材料、生产过程及成品出厂的全流程质量检验与控制。 | | **生产负责人** | 【待补充：生产车间主任】 | 根据供货计划组织生产，确保产能和交付进度。 | | **物流交付专员** |
525,7.3.1.3 总体部署,4468,生产车间主任,F-项目人员最终指派及证明,P1,项目管理/人事,确认本项目实际投入人员，并匹配社保、劳动合同或任命证明,术问题。 | | **质检负责人** | 【待补充：质检部负责人】 | 负责原材料、生产过程及成品出厂的全流程质量检验与控制。 | | **生产负责人** | 【待补充：生产车间主任】 | 根据供货计划组织生产，确保产能和交付进度。 | | **物流交付专员** | 【待补充：物流主管】 | 负责运输车辆调度、路线规划、货物运输及现场交付协调。 |  【5.1.2 阶段划分与关键节
526,7.3.1.3 总体部署,4469,物流主管,F-项目人员最终指派及证明,P1,项目管理/人事,确认本项目实际投入人员，并匹配社保、劳动合同或任命证明,程质量检验与控制。 | | **生产负责人** | 【待补充：生产车间主任】 | 根据供货计划组织生产，确保产能和交付进度。 | | **物流交付专员** | 【待补充：物流主管】 | 负责运输车辆调度、路线规划、货物运输及现场交付协调。 |  【5.1.2 阶段划分与关键节点控制】  根据本协议库存项目的执行特点，将供货工作划分为以下四个阶段，并对关键节点实施重点控制：  1
527,7.3.1.3 总体部署,4481,生产线数量及日产能,C-目标分标包件/货物清单/规格数量,P0,投标项目负责人,从最终投标包件、货物清单和技术规范书确认后填写,.  **生产与质量控制阶段（交货期内持续执行）**     -   **主要工作**：根据确认的订单，生产线按计划排产。我公司配备有MPP及CPVC专用生产线【待补充：生产线数量及日产能】，具备充足的产能保障。生产过程中，质检员赵伟、刘合钦、杨华等将依据《微机控制电子万能试验机》、《热变形/维卡软化点温度测定仪》、《熔体流动速率仪》等设备台账【待补充：设备具体信息】执行过程巡检与成品抽
528,7.3.1.3 总体部署,4481,设备具体信息,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,能】，具备充足的产能保障。生产过程中，质检员赵伟、刘合钦、杨华等将依据《微机控制电子万能试验机》、《热变形/维卡软化点温度测定仪》、《熔体流动速率仪》等设备台账【待补充：设备具体信息】执行过程巡检与成品抽检，确保环刚度（如MPP管≥40kN/m²）、壁厚（如CPVC管15.2~15.3mm）及外观尺寸等关键指标满足国标及招标要求。     -   **关键节点**：产品出厂检验合格
529,7.3.1.3 总体部署,4485,X,C-目标分标包件/货物清单/规格数量,P0,投标项目负责人,从最终投标包件、货物清单和技术规范书确认后填写,-   **关键节点**：产品出厂检验合格并出具检验报告。     -   **责任部门**：生产部、质检部。  3.  **物流发运与交付阶段（收到交货通知后【待补充：X】日内）**     -   **主要工作**：产品检验合格后，物流交付专员立即组织装车。根据项目单位指定的交货地点（辽宁省内各区县仓库或施工现场），合理规划运输路线，确保货物安全、准时送达。随车附带发
530,7.3.2 质量安全环保措施,4543,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,| 检定周期 | |------|----------|------------|------|----------| | 1 | 微机控制电子万能试验机 | 【待补充】 | 拉伸、环刚度、压扁试验 | 【待补充】 | | 2 | 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔
531,7.3.2 质量安全环保措施,4543,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,-----|------------|------|----------| | 1 | 微机控制电子万能试验机 | 【待补充】 | 拉伸、环刚度、压扁试验 | 【待补充】 | | 2 | 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 
532,7.3.2 质量安全环保措施,4544,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,-----| | 1 | 微机控制电子万能试验机 | 【待补充】 | 拉伸、环刚度、压扁试验 | 【待补充】 | | 2 | 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待
533,7.3.2 质量安全环保措施,4544,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,万能试验机 | 【待补充】 | 拉伸、环刚度、压扁试验 | 【待补充】 | | 2 | 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 
534,7.3.2 质量安全环保措施,4545,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,扁试验 | 【待补充】 | | 2 | 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 | 【待补充】 | 落锤冲击试验 | 【待补充】
535,7.3.2 质量安全环保措施,4545,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据, 热变形/维卡软化点温度测定仪 | 【待补充】 | 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 | 【待补充】 | 落锤冲击试验 | 【待补充】 | | 6 | 电子天平 | 【待补
536,7.3.2 质量安全环保措施,4546,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,| 维卡软化温度测定 | 【待补充】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 | 【待补充】 | 落锤冲击试验 | 【待补充】 | | 6 | 电子天平 | 【待补充】 | 密度、质量测量 | 【待补充】 |  
537,7.3.2 质量安全环保措施,4546,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,】 | | 3 | 熔体流动速率仪 | 【待补充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 | 【待补充】 | 落锤冲击试验 | 【待补充】 | | 6 | 电子天平 | 【待补充】 | 密度、质量测量 | 【待补充】 |  （插入图片：试验设备台账原图，来源
538,7.3.2 质量安全环保措施,4547,未说明,G-生产设备/检测设备/产能量化,P1,生产/质量负责人,依据设备台账、计量检定证书和产能统计表补充量化数据,充】 | 熔体流动速率测定 | 【待补充】 | | 4 | 电子拉力试验机 | 【待补充】 | 拉伸性能检测 | 【待补充】 | | 5 | 锤击试验装置 | 【待补充】 | 落锤冲击试验 | 【待补充】 | | 6 | 电子天平 | 【待补充】 | 密度、质量测量 | 【待补充】 |  （插入图片：试验设备台账原图，来源于《泰昌试验设备台账原图》）  【6.2.3 
